0.000000,7.361257,148.737725,85.229215
1.000000,5.616107,43.668940,38.228690
2.000000,4.473799,12.665062,17.359044
3.000000,3.744205,3.562101,8.126748
4.000000,3.305886,0.921093,4.116018
5.000000,3.082104,0.184984,2.512846
6.000000,3.008488,0.017194,2.051147
7.000000,3.000106,0.000212,2.000636
8.000000,3.000000,0.000000,2.000000
